"is_char","char_type","next_word","text"
False,"None","be","poor rocky ! you always were an obstinate boy ! you just wont "
False,"None","plastic","it isn ' t ' rockynts "
False,"None","prepared","t might be some sort of copper but i wasnt "
False,"None","awful","grandma where if did you pick up that "
False,"None","many"," a grandson , woozy hed learn . "
False,"None","run","back into your armchair grandma ! this is no time to "
False,"None","but","plas you cant strike an old lady ! what ' s come over you ? i admit she may have behaved peculiar ly "
False,"None","striking","who ' s saying anything about "
False,"None","it"," grandma , you shouldnt have done that ! it sn"
False,"None","of"," up , chump ! live heard about enough out "
False,"None","try"," if you ill forgive me woozy , i think i will "
False,"None","didn"," as rocky but plas , why "
False,"None","once","they teach us thoroughness at the f . b i searched the records first and found that rocky had "
False,"None","be","even then i had to be careful ! there could always "
False,"None","bureau","quit rubbing it plastic man you ll find the moneybags in the "
False,"None","aced","hest private fye of them all acomplete "
False,"None","and","al magazine on the stands ! atures ... tops in suspense nture "
False,"None","see","look joe let ' s "
False,"None","the"," aw , come on let ' s see the rest of "
False,"None","rea"," hey , don hum an "
False,"None","up","see here you better shut "
False,"None","with","doggone i ' m fed up "
False,"None","now"," golly , atlas builds muscles fast ! just watch my smoke "
False,"None","two","one hand is as good as "
False,"None","you"," there goes the bell joe , "
False,"None","man"," y , that than a n more o - oh , joe , you ' re he "
False,"None","ram"," nly 15 minutes a real s elt like joe abso - bright eyes clear head , having bigger , hus . zip in your step ! you get sled u around ""? if you fists a battering "
False,"None","15"," in only 15 minutes a da ave you ever felt like joe abso - bright eyes clear head , real s lutely fed up with having bigger , hus - zip in your step ! you get sled kier fellows push you around ""? if you fists a battering ram punch have , then give me just 15 minutes a back muscles so big they all day ! i ' ll prove you can have a body your coat seams ridges of soli you ' ll be proud of , packed with red muscle -- mighty legs that never blooded vitality ! you ' re a new man ! "" dynamic tension ."" that ' s the secret ! free book that ' s how i changed myself from a scrawny , 97 - pound weakling to winner thousands of fellows have of the title "" world ' s most perfectly system . read what they say developed man ."" they look before and after - in "" dynamic tension does it ! "" everlasting health and stren using "" dynamic tension only "
False,"None","everlasting"," be proud of , packed red muscle - mighty legs that never you ' ll be with vitality ! you ' re a new man ! "" dynamic tension ."" that ' s the secret ! free book that ' s how i changed myself from a crawny , 97 - pound weakling to winner thousands of fellows have of the title , "" world ' s most perfectly system . read what they say developed man ."" they look before and after - in "" dynamic tension "" does it ! "" "
False,"None","rifleman"," be an nra junior member and get arb nra b e , boys and girls - your copy of ir "
False,"None","rifle"," it ' s here , boys and girls - your copy of daisy air with the most exciting news in all air rifle history ! this brightly colored , handy pocket book tells how easy it is for air rifle owners to join the oldest , largest national sportsmen ' s association in the united states - the internationally famous national rifle association of america as an active junior member shows how you can wear the nra brassard , carry the nra member - ship card , own and enjoy the nra junior rifle handbook ! daisy air rifleman explains how you can qualify to earn six markmanship medals , 6 brassards , 6 la pel pins and get 6 free proficiency diplomas ! also diagrams new 15 foot target backstop , new official nra air "
False,"None","coupon"," target card - tells parents about adult rvised training - shooting program . only 10c ( coin ), unused 3c stamp , "
False,"None","scope"," n and shoot this husky , improve sy red ryder cowboy carbine ! look s , handles like a real western s rifle alone , only $ 5 . 50 . or bu sy ' s big target outfit containing : re er car bine with 2 - power magnif "
False,"None","10"," hem a chance to shoot arn safety through skill pervisor of a junior patrol of 3 to 10 air hooters including your own . you ' ll enjoy it . you not be a crack shot . see coupon . sponsor a junior club of 10 or fraternal organizations , churches , conservation and rod clubs , municipal recreation and departments , ised juvenile clubs , veterans , others , use coupon . s and girls ! rush coupon , dime ( "
False,"None","or"," daisy manufacturing company m pr plymouth , michigan , dept . 2861 , u . s . a . i enclose dime ( 10c coin ) plus unused 3 stamp . please rush postpaid daisy air rifle - or man book describing nra junior program f"
False,"None","or"," prices subject to change without notice & higher vest . canada do not i order rifles , out - nt "
False,"None","manufacturing"," give them a chance to shoot nd learn safety through skill be supervisor of a junior patrol of 3 to 10 air ifle shooters including your own . you ' ll enjoy it . you need not be a crack shot . see coupon . organizations ! sponsor a junior club of 10 more air rifle shooters : servi lubs , fraternal organizations , churches , conservation and re gun clubs , municipal recreation and police departmen upervised juvenile clubs , veterans , others , use coupon . boys and girls ! rush coupon , dime ( 10 coin ), unus stamp to us now for exciting new daisy air rifleman daisy "
False,"None","for"," daisy manufacturing compan plymouth , michigan , dept . 2861 , u . s . a . stamp . please rush postpaid daisy air rifli man book describing nra junior program for a rifle shooters , membership benefits plus speci information "
False,"None","enclose","lull stat city o parents ! organizations ! "
False,"None","air","a . ed 3 ifle or "
False,"None","fle"," change without n notice & higher rockies , west canada donot l order rifles , out - nt or shot direct ( except air ri - "
False,"None","750","no . 25 pump gun $ "
False,"None","power","ou practice communication as part of my co send you parts to build munications cour you build this lo "
False,"None","the"," munications as part of my com - munications course you build this low power broadcasting transmitter , learn to put a station on "
False,"None","the"," u practice radio servicing as part of my servicin his modern radio you course , i send you the speake tubes , chassis , transforme d with parts i send loop antenna , everythin you need to build this modern powerful radio receiver ! also send parts to build o"
False,"None","training"," do you want good pay , a job with a bright future ana security would you like to hav a profitable shop or store of your own if so , find out how y nu can realize your ambition in the fast growing , prosperous radio television industrv even without television , the industry is bigger that ever before 81 million home and auto radios , 2 , 700 broadcasting stations , expand ing use of aviation and police radio , micro - wave relay , two - way radio for buses , taxis , etc ., are making opportunitic3 for servicing and communications tech - nicians and fcc - licensed operators . television is today ' s good job maker in 1949 , almost 3 , 000 , 000 tv sets sold . by 1954 , sets estimated . 100 tv stations now operating . authori , 000 tv this means more jobs , good pay for over the united states and canada . n make $ 10 extra a week in spare time ob while "
False,"None","louisville",""" i have been operat - ing my own servicing business . in two years i did $ 14 , 000 worth of business net profit $ 6 . 850 . have one full time employee an n . r . i . student . phillip g brogan , "
False,"None","streitenber"," ean broadcasting company network norma h . ward , ridgefield park , n . j "" when halfway thr r & sb the n . r . i . course . made $ 5 to $ 8 a weel fixing sets in my sper time . am now sellin and installing tele vision sets and anten nas ."" e . j "
False,"None","full"," 1 . bill gives you valuable training benefits . for each 3 months of training eligi - bility , you can get a "
False,"None","be"," to show you learn at home also esson to how to "
False,"None","servicing","the abc ' s of "
False,"None","radio"," smith , president , dept . 0mxi national radio institute , washington 9 . d . c . mail me sample lesson and 64 - page book about how to win success in "
False,"None","the","under martian sands ... basil wells 24 jud lee found refuge in a lost world a hundred times more deadly tban the red planet ' s vengeance . jupiter napoleon . ............. j . harvey haggard 39 had she betrayed humanity to the conquerors fron the giant planet "
False,"None","greatest","he city of singing cubes ... bryce walton 42 those strange robot music boxes held the key to hell ' s symphony . lchemy john and dorothy de courcy 83 what strange magic transformed venus just for one earthling ' s benefit ? elestial landfall .............. ... walt sheldon 90 those atomic supermen found themselves inexplicably helpless on that savage new world . lpha centauri curtain call len j . moffatt 100 pike pickens put on his "
False,"None","avon"," adventures , published bi - monthly by avon periodi - oals , inc ., at 119 west 57th street , new york 19 , n . y . copyright , 1950 , by "
False,"None","johnston","special story section . illustrated in full color the corsairs from the coalsack . john michel luustrated by j . kubert dead man ' s tale ...................... e . j . belin illustrated by a . h . "
False,"None","to"," iously intimate , full of unspoken romises , would have failed to stir im . but within the narrow compass this new world , this world that he ad made for himself , or that the eculiar , inimitable combination of enes that came from his parents , nd from their parents , had made for im , the voice promised a light , a lor , that must be sadly lacking om the days "
False,"None","themselves"," im , the voice promised a light , a lor , that must be sadly lacking om the days to come . or it could ave been that it brought back mem - ries of a still older world , a plane f existence in which there were ther realities than the harsh , turbu - nt life of the frontiers , the flare of cket drive against the stars , and the ars "
False,"None","sciously","' s clumsy , gloved hands "
False,"None","the"," to the retina . the ground be - h them shook , and the wave of a descent gases that was volatil - c ock lifted them and cast them it . in spite of the insulation of suits they felt the scorching of the blast . had it not been for b sulation they would have been w d to a crisp . and the force with r they were flung to the ground ed them . n latimer was first to recover . aggered to his feet , putting one out to "
False,"None","but"," nd nd she knew , chuck ! too ,"" clerk . "" if i hadn ' t let h dvance copy of charon ' s p st she ' d never ' a ' gone ou as soon as all the pass tallied in "
False,"None","ed"," nd nd she knew , chuckled the too ,"" clerk . "" if i hadn ' t let her see dvance copy of charon ' s passen ist she ' d never ' a ' gone outside as soon as all the passengers tallied in but one an ' that one enant alan latimer nothin nobody could stop her . this latimer half heard as he ed the clumsy armor from the of the girl . the clerk rattl"
False,"None","to"," enant alan latimer . nothin obody could stop her . this latimer half heard as h ed the clumsy armor from th of the girl . the clerk rattle en almost fell over backward ic as latimer rose "
False,"None","the"," s only the gaudy silk handker - protruding from the little man ' s t that he was wanting . and he had it he returned at once e unconscious girl , began wip way the trickle of blood that till oozing from the corner of mouth , that had gushed in a n from her nostrils . "
False,"None","wh"," i couldn ' t believe it , until i sa r hastened to obey . his sprawled on the rocks , waiti monotone as he did so was charon to blast off . "" i ' m afraid it ' s true , laurie ble , irritating . now why she bothered . my dear . i don ' t know w w why he ' s bothering . to be glad or sorry . it woul on ceres . if folks want been nice to have died with y et ' em . there . it can still mean 99 thing to us if we live togethe hat ' s your name ?"" then , reluctantly , "" sir ."" "" we can go outside and op visors of our helmets wh t are you here for ?"" clerk ' s voice was sullen . latimer bitterly "" it would embezzlement ."" that way . otherwise , for you , know what i ' m here for . derer . for me . iet unless you ' re spoken "" alan don ' t !"" he silence that followed "" we can go outside . "
False,"None","the"," on ceres . if folks want there et ' em . een thing hat ' s your name ?"" then , reluctantly , "" sir ,"" "" w t are you here for ?"" visor clerk ' s voice was sullen . latin that embezzlement ."" know what i ' m here for . dere iet unless you ' re spoken "" a e silence that followed have pleted his superficial ex in r f "
False,"None","al"," i couldn ' t believe it , until i saw you his sprawled on the rocks , waiting for so was charon to blast off "" i ' m afraid it ' s true , laurie hered . "" my dear . i don ' t know whether ering , to be glad or sorry . it would have want een nice to have died with you out there . it can still mean some thing to us if we live together . "" sir ."" "" we can go outside and open the visors of our helmets ,"" whispered sullen . latimer bitterly "" it would be best that way . otherwise , for you , a mura re for . derer . for me . poken "" alan don ' t !"" "" we can go outside . where we lowed have been , you and i , since those days al ex - in port gregory the devil alone orked knows . but we can share the jour - imself ney ' s end . nd "
False,"None","killed"," lot nend ner there with nim the you make yoursem the blast of charon ' s jets . "" and here ' s one that i ' m makin ce had stirred faint chords now . and that is , get out of our sig emory , but he had assured at once hat it was imagination . now "" you can ' t ould see the woman herself , "" i ' ve "
False,"None","mari"," to die in the blast of charon ' s jets . the voice had stirred faint chords now in his memory , but he had assured at o himself that it was imagination . now that he could see the woman herself , shocked disbelief had rapidly given bare the so . shocked credulity place to figure , true , was fuller , with more than a hint of blowsiness . but the cruelest change had been that in the face . nobody could deny that laur feet anne towers was still beautiful . but desk the mouth that had always been a cate little too large , too full - lipped , was she now frankly sensual . the fresh and charm that he had known so long bega ago in port gregory was now the upon dangerous allure of the unashamed of t finis wanton . latimer dipped the handkerchief of afresh into the cold water that "
False,"None","when"," 1 ve killed two men , one with woman herself , d rapidly given bare hands . better men than y credulity the so . ller , with more hen marcus had gone la siness . but the anne rose unsteadily to been that in the deny that laur feet . she sat in the chair behind i beautiful . but desk that the little forger had always been a cated . from a pocket in her dr full - lipped , was she produced a mirror and a comp al . the fresh and with a hand that hardly tremb known so long began to repair the ravages wrou y was now the upon her complexion by the eve the unashamed of the past half hour . when she finished she opened the top dra he handker chief of the desk , brought out a bottle , t water that mar - glasses , a box of cigarettes . in he bathed the latimer was grateful for man . she moaned smoke , for the stiff slug of ge the heavy - lidded whiskey . but , sitting on the desk , darkly at the did not like what he saw as he lool down at lauranne . he did not ex - lieutenant . elieve it "
False,"None","at"," given bare hands . better men than yo the so . more hen marcus ha gone lau t the anne rose unsteadily to h n the laur feet . she sat in the chair behind t but desk that the little forger had v een a cated . from a pocket in her dre was she produced a mirror and a compa fresh and with a hand that hardly trembl long began to repair the ravages wroug w the upon her complexion by the even named of the past half hour . when she ha finished she opened the top draw chief of the desk , brought out a bottle , tv mar glasses , a box of cigarettes . ed the latimer was grateful for t oaned smoke , for the stiff slug of goo idded whiskey . but , sitting on the desk , t the did not like what he saw as he looke down "
False,"None","suits","in spite of their space "
False,"None","fury","in spite of their space suits they felt the scorching "
False,"None","from"," tne ass from the girl ' s hand , hurled it d its contents against the further all . it did not break but fell down e metal surface with almost ludi - slowness . the trickle of whis - ous y reached the floor only a second ter what had been its container . nd the sombre , chastened mood that ad been driven away "
False,"None","ts"," tne from the girl ' s hand , hurled it ts contents against the further it did not break but fell down etal surface with almost ludi - slowness . the trickle of whis - eached the floor only a second what had been its container . he sombre , chastened mood that een driven away from the girl e varmth of the spiri"
False,"None","slowly"," ter w nat nad been its con and the sombre , chastened mo had been driven away from t by the warmth of the spir turned . she got up "
False,"None","feet"," up at him , her face yearning , at she should be ignored . ast latimer looked down , his ginning to move . if he had given the time to speak , his must inevitably have been d by the trampling of rheavy "
False,"None","figure"," ping line of her "
False,"None","the"," f her figure . with looked up at him , her face year teps she walked to hurt that she should be ignored at last latimer looked down door . lips beginning to move . if he u going ?"" matter ? outside . been given the time to speak , until her hand went words must inevitably have ls of the inner door drowned by the trampling of the n from his seat . two booted feet along the corridor most leaps in the side . his hand was a rapid blur nal field of ceres flashed towards the holster tha lauranne . as before longer hung at his side . then , mo out to grasp her fast , he bundled lauranne off his time it was to chair behind the desk , picked i and the pale , blond so that it could , if need be , be went down to that as a weapon . as enveloped in the the door crashed open hair . for long sec - thus and then , gen - chapter ii lauranne back to the in the chair behind boss of "
False,"None","sneered"," oy tire alan - for you , grossness , his untidy , slovenly attire he surge of an but was impressed by the aura of flare of rocket very real power that surrounded the s , the ordered boss of ceres . world of grey kimball spat the little chewed metal . for you fragments of wood falling in a fine s is the end of spray around the cuspidor at his feet . last haven of "" so our little friend marcus told you that we were all anarchists ,"" he "
False,"None","its"," is the end of spray around the cuspidor at his feet . last haven of "" so our little friend marcus told you that we were all anarchists ,"" he sneered . at wither , "" i never said so . latimer ' s voice tier wings was firm , uncompromising thither , "" i know you didn ' t . but i know marcus . they allow me to have a few rsaken little machines to play with , latimer . ave shaken . i ' ve got a lie detector . but i never have taken trouble to use it on people like you . ings . i know your type , you won ' t talk htfully at his until you feel like it . and then you ' ll he watched tell the truth . maybe not the whole as though "
False,"None","en"," never said so ."" said voice never wings ; was firm , uncompromising ther "" i know you didn ' t . but i know marcus . they allow me to have a few en , little machines to play with , latimer . shaken , i ' ve got a lie detector . but i never taken , trouble to use it on people like you . i know your type , you won ' t talk ally at his until you feel like it , and then you ' ll e watched tell the truth . maybe not the whole though its truth , but , nevertheless , nothing but held the the truth . and i can use men like the girl you . i can trust m"
False,"None","ganized"," almost plaintively . "" you , of all per - sons , must know the need for dis - cipline . if what i hear of you is true your crimes were no more than strict enforcement of discipline . and yet you seek to hamper my poor efforts to bring law and order to this law less little world . "" think well , latimer . what would ceres be were it not for some or - "
False,"None","ceres"," enforcement of discipline . and yet be you seek to hamper my poor efforts of to bring law and order to this law - are less little world . hat "" think well , latimer . what would any "
False,"None","as"," redulity out of his voice , but kim bility , all , his tone unchanged , continued bent , g "" yes , marry . we are a very moral ing wit latimer . there are those , of brigh course , who are not moral , but unless gentl offend against public decency his wif o action , is taken against them . but that it as one of the governing class you strolled will be expected to respect the laws smooth , you , yourself , will enforce ."" bare fe "" law and order said latimer the bird musingly . "" here , on ceres . take off stitute damned irons , kimball , and i ' ll dren at ign your articles or whatever you "" that them ."" be crue kimball motioned to the guards steriliza of whom produced a key "" but "" and , in future , call me boss 9 33 he couldn ' warned . "" and you , constable mer colony ick , rustle up a copy of the contract ity w"
False,"None","poor"," of his voice . but kim bility , the only happy man was th unchanged , continued bent , grey gardener who was work we are a very moral ing with slow and loving patience i er . there are those , of a bright flower bed near by . e not moral , but unless gently he disengaged his arm from against public decency his wife ' s light grasp , raised it s aken against them . but that it fitted about her waist . the e governing class you strolled on , enjoying the feel of th ted to respect the laws smooth , velvety grass under thei self , will enforce ."" bare feet , listening to the songs o order ,"" said latimer the birds that were such a "
False,"None","always"," t kim - bility , the only happy man was the inued : bent , grey gardener who was work moral ing with slow and loving patience in ose , of a bright flower bed near by . unless gently he disengaged his arm from ecency his wife ' s light grasp , raised it so m . but that it fitted about her waist . they s you strolled on , enjoying the feel of the e laws smooth , velvety grass under their 33 bare feet , listening to the songs of atimer the birds that were such a poor sub ake off stitute for the joyous clamor of chil - nd i ' ll dren at play . er you "" that has "
False,"None","and"," constable alan latimer stared power w w about him , barely conscious of the him wh light pressure on his arm that was and bad lauranne latimer ' s hand . but she which w ever conscious of him , read his the tw thoughts . "" you "" no children 33 she said . "" that is this is what is wrong ."" i have y and the man looked about him at ever to the wide expanse of green lawn , at sailed fr the sedately strolling couples , young , young t middle - aged , old , and saw that she wife "
False,"None","arm"," stable aian latinner stared power wenn . the man who ionows him , barely conscious of the him who can tell ? he may be strong pressure on his "
False,"None","port"," happen ? i ' ve respected warned and psychoed , and dis your past , alan , just charged as fit for duty . and so i was ected mine . but a until a barroom brawl in "
False,"None","this"," happen ? i ' ve respected warned , and p your past , alan , just charged as fit fo ected mine . but . a until a barroom ays curious , i guess . salle . you know no harm to tell you . boast about my was when i was second about being quic f pathfinder . we were was "
False,"None","note"," ma outside power supplies . yet , as he walked , latimer took most unconscious "
False,"None","and",""" that ' s what we ' d all like to know . but we never see behind that door . nobody does , not even the boss . but every year charon brings a flock of technicians from earth , and they ' re escorted here by a regiment of armed guards from the ship , and they pot ter around with the machinery "
False,"None","latimer",""" that ' s what we ' d all like to know . but we never see behind that door . nobody does , not even the boss . but every year charon brings a flock of technicians from earth , and they ' re escorted here by a regiment of armed guards from the ship , and they pot - ter around with the machinery and we know that we ' re all right for an - other year . "" there ' s light in there , "
False,"None","in"," ter around with the machinery and we know that we ' re all right for an - other year . "" there ' s light in there , latimer , and heat , and the power that drives the pumps . there ' s power in there , and every boss that we ' ve ever had "
False,"None","this"," felt her grip on his arm , pain earth and mars would see a tight , and he heard her say class nova right in their gardens n , this is philip lane , an old "" you mean . d of mine . philip , this is alan i mean that if anybody tries t ner , my husband . through those doors , or tries t s hand went out , but only to grip through to the vault in any of the other . lane was talking way , up goes the atomic power ly , nervously , fully conscious tion that ' s tucked away in the the air was charged with hos - oh ,"" replied latimer inadeq ly . "" thanks , lane ."" he looked a aven ' t they shown you round watch . "" time we were getting yet ? you ' ll be getting your spell now . i have to be on duty at uard duty soon enough 39 "" a policeman ' s lot is not a h one ,"" riposted the other . "" bt e led them down the tunnel , could be unhappier . eh , laura around a bend . and the tunnel "" i wouldn ' t know she re sealed with a bulkhead of gleam frigidly . "" come , alan ."" teel . in "
False,"None","was"," felt her grip on his arm , pain earth and tight , and he heard her say class nova r n , this is philip lane , an old "" you mea d of mine . philip , this is alan "" i mean t mer , my husband ."" through tho s hand went out , but only to grip through to of the other . lane was talking way , up go ly , nervously , fully conscious tion that ' s the air was charged with hos "" oh ,"" rep ly . "" thanks aven ' t they shown you round watch . "" tim yet ? you ' ll be getting your spell now . i have "" a police uard duty soon enough . one ripos led them down the tunnel , could be un around a bend . and the tunnel "" i would sealed with a bulkhead of gleam frigidly . "" c steel . in this "
False,"None","tries"," n - earth and mars would see a first y class nova right in their gardens ."" id "" you mean . 33 i mean that if anybody tries to ge through those doors , or "
False,"None","the"," nnel he turned to her egg off your face , and hurry . that ' s hat is he to you ?'' all ."" ng . and he was noth the instrument went dead . lati - pe content with that ?"" mer considered calling the boss back plied at last , slowly , thought better of it . but the taste of suppose so ."" the morning was bitter in his mouth as he went back into the breakfast apter iii room to finish his coffee . he drained the cup , put it back into the saucer p from outside with an unnecessary clatter . he went into the little hall of the apartment . alan latimer cursed he took his cap from its peg , clapped hone , shrill , insistent , it anyhow on to his head without s leisurely breakfast . troubling to look into "
False,"None","was"," ed to her egg off your face , and hurry . that ' s you ?"" all ."" vas noth the instrument went dead . lati th that ? mer considered calling the boss back , slowly , thought better of it . but the taste of the morning was bitter in his mouth as he went back into the breakfast room to finish his coffee . he drained the cup , put it back into the saucer ide with an unnecessary clatter . he went into the little hall of the apartment . er cursed he took his cap from its peg , clapped insistent , it anyhow on to his head without eakfast . troubling to look into the mirror . he wered it , did not kiss lauranne good - bye . when she in kimball ' s office he found the her with boss nervously pacing up and down . reflecting seated were two men , strangers ld never they were in uniform . latimer stared . charon "
False,"None","nervously"," from outside with an unnecessar into the little hall alan latimer cursed he took his cap fro hone , shrill , insistent , it an on to leisurely breakfast . troubling to look in nne who answered it .. did not kiss laura long time . when she in kimball ' s off er looked at her with boss "
False,"None","speed"," v , it s important . latimer , said kimball abruptly . mouthful of egg , pausing in his restless pacing , the in with coffee , rose evitable toothpick working with a "
False,"None","queen"," speed that betrayed the depth of his d , when agitation these gentlemen are ca s that you tain pemberthy and commander ng around wood of thunderqueen ."" thunder queen , boss ? but . answering thunderqueen i said and thun - was impor - der"
False,"None","come"," through to the telephone booth , sat down on the little seat before the in - strument . from the screen kimball ' s flabby , pasty face glowered at him . "" so you ' re here at last , latimer . i thought you were never coming ."" "" the message took long enough to reach me ."" "" i don ' t care for your tone of voice , latimer , but let that pass . "
False,"None","simply"," used her ray again and missed . nese . anyhow , a ship capable of com hing she did do blanketed our ing here from alpha centauri or so that we could neither trans sirius , or wherever she ' s supposed to 33 have come from could have made or receive . mball !"" broke in latimer , "" i rings round your decrepit old st that you let these officers use wagon ."" "" no . she would not be using her ation . blinding glimpse of the ob interstellar drive in the vicinity of a snarled the boss . "" that was planetary system . and it is reason - 33 st thing they asked of me . car able to suppose that , even using her ent along with them . and this reaction motors , she would approach eting effect of theirs obviously such a system with caution "" and so you brought her here . us now , captain , how do you "" it was the nearest port of refuge ,"" replied pemberthy "
False,"None","peculiarly"," us !"" snarled the boss . "" that was planetary system . and it is reason - e first thing they asked of me . car able to suppose that , even using her went along with them . and this reaction motors , she would approach nketing effect of theirs obviously such a system with caution . vers us ."" "" and so you brought her here . so . now , captain , how do you "" it was the nearest port of refuge ow that you ' re being followed ?"" replied pemberthy simply . i don ' t know ."" pemberthy ' s voice "" and do i organize the defense of s "
False,"None","in",""" you ' re the professional fighting the captain w man in this outfit ,"" he said . "" i leave commander stirr that entirely in your hands . and i lations ,"" he said am sure that these gentlemen will do all . but it was th all that they can to help you ."" needed . "" first stated latimer , "" i shall "" yes . regulat want access to your engine room , happened when captain pemberthy . i think that with trol of thunde your tools , your workshops , and with happen aga"
False,"None","happened"," onal fighting the captair said . "" i leave commander st mands . and i lations ,"" he sa emen will do all . but it was p you ."" needed . her , "" i shall "" yes . regu engine room , "
False,"None","how"," some hamilton torpedoes don ' t out of the impa know "
False,"None","the"," ever it is you want made ? then all that will concern you will be the fin - ished article ."" and that was how it was finally arranged . and the hamilton torpe - does were to remain aboard thun - derqueen until such time as the black ship of "
False,"None","aliens"," does were to remain aboard thu derqueen until such time as the bla ship of the "
False,"None","inviolate"," tent . he found it especially humiliating that , with their own little world well - guarded , "
False,"None","but"," had its compensa had to be alien . captain pemberthy knew full well that his hosts would far prefer to throw in their lot with ever since the first the raiders , if they were human , than y - teller soared on with himself . it was all so obvious . imagination to the meanwhile , if inspector alan lati from outside had mer chose to believe the cock - and - rent theme of man bull story of his fellow spacemen , rst the tide of con there was more good than harm done . sweeping in from the plans made for the defense of sister planets , "
False,"None","the"," s its compensa had to be alien . captain pemberthy knew full well that his hosts would far prefer to throw in their lot with ever since the first the raiders , if they were human , than ry - teller soared on with himself . it was all so obvious . imagination to the meanwhile , if inspector alan lati from outside had mer chose to believe the cock - and - rrent theme of man bull story of his fellow spacemen , rst the tide of con there was more good than harm done . e sweeping in from the plans made for the defense of sister planets , but the little world , the organizing , the of the astronomers drilling , were admitted to be neces probabilities inher sary . when the pirates came in their ot even before the black ship any kind of organized re with disconcerting sistance would be a most useful bar - ealm of fancy into aining counter . so would the eafter the invaders weapons that were being made om the stars . from aboard thunderqueen to latimer ' s star nobody was specifications . ut surely among all and the strangers who roamed sts of heaven there without let or hindrance through the nets to spawn a race caves and tunnels made a very wel the technological come break in the monotony of life in the prison a they were not ea had been a pure molested there would be time nt for so long that enough for that when "
False,"None","but"," ogress of man . in the prison asteroid . they but the very idea had been a pure molested there would fictional concept for so long that enough for that when th e ceresians , even if they did ac came . besides in spite of pt it intellectually , could never do thy ' s refusal to surrender hi with their emotions . perhaps the latimer , it was quite obviou y man in the little world to whom had enough and to spare of is raid from interstellar space was for his own people . they obable , possible , was alan latimer . wear them ostentatiously , bu he had taken part in the navy ' s did they go to any great pair ar games , those fleet maneuvers in ceal them . and one of the ich half earth ' s forces fought , in been set aside for their use a eory , to the last man and the last ing range . both men and in which the other half played showed a proficiency that e part of centaurians or rigellians effective deterrent to any c whatever the fancy of the com curables who might get id an ex - officer himself ander - in - chief might dictate as for the rest , the boss had said could not blame the capta at thunder queen had been attacked had been master of a passer pirates of humble terran origin . he would not have allo nd the boss , as always , was right . charges to wander unprotec was true that the captain and offi a penal colony . "
False,"None","tha"," n , nalr earth s forces noughts m ocen asia us to the last man and the last ing range . both men an in which the other half played showed a proficiency tha e part of centaurians or rigellians effective deterrent to any whatever the fancy of the com curables who might get id an ex - officer himself ander - in - chief might dictate . as for the rest , the boss had said could not blame the capta at thunder queen had been attacked had been master of a passe pirates of humble terran origin . he would not have all nd the boss , as always , was right . charges to wander unprote was true that the captain and offi a penal colony . but he rs of the liner stuck to their story have allowed shore leave . an alien ship , but it was obvious haps the hull was leaking at they were lying as a matter of so , why not make some a licy . as long as they could con patch it ?) and , quite pro nce the ceresians that they were first "
False,"None","some"," e had all been battle with the aliens meant for her the alert for the husband the slim chance of pardon , nal trouble . but of a new life that she was not in - have been "
False,"None","latimer"," looked up at him was puzzlement a hurt , and a strange light that v neither . "" where do i find the captain ?'' manded "
False,"None","ould"," sne and there was a peculiarly soft and plosion and a scream , and , wh was latimer flung open the door , the si ening stench of burned flesh . de on the floor , in front of his de lay kimball . where his protubera sul - elly had been was a charred , gapi are hole . the coils of the intestines , l me ."" bare , seemed to have a life of th and own , seemed to be writhing slow up and slimily . latimer gulped . he turr away quickly . but not before he h ing , seen the smoking gun in wood ' s ha hed , the ugly weapon that pemberthy w ery . pointing straight at him . her when he looked back both wo had and pemberthy were covering h "
False,"None","self"," r over to the invaders that he will tion . would - insist on regarding as ter "" let him see the ship ,"" suggested n pirates . we quarreled . he drew a wood , his voice expressionless as al ife . commander wood was obliged ways . "" let him see the ship , and con fire in self - defense ."" vince himself that we are making his "" what did kimball know ?"" de weapons . but first , sir , it will be as anded the inspector . well to dispose of the body ."" there was a little silence . then "" commander wood is right ,"" agreed ood permitted him"
False,"None","re"," there was a little silence . then "" commander w od permitted himself the luxury the captain . "" nol kimball is dead . a mirthless smile . he thought that he knew that the such as this it w o that attacked us was manned by body ever does k ran pirates dead . you , of co another thing , you ' ve said that as you have bee could not spare us arms . but our arrival you n your women are packing guns . boss . kimball has we should , perhaps , have been head ."" re frank . put yourself in our place , latimer want imer . as far as we are concerned wanted to press place may be more dangerous than desk that would jungles of venus . are we to de - pouring into the we ourselves and our charges of all he wanted to do tection ?"" who stood there a no admitted latimer slowly on the floor was t the alliance between us if you to be unce"
False,"None","prussian"," 33 slightest hostile move on his part would be the last move that he would make . they closed in on either side of him as they walked along the cor - dice . he cunningly ridor to the outside passages . so close the paneling . were they that he found it difficult to rcular section return the salutes of the guards . side . latimer at the last door there was another agers knew of constable talking to the one on duty . mute that ran when he saw latimer he stiffened to tilizer tanks . attention , brought his hand to the old them in a brim of his helmet . the most meticu - dence . he lously "
